symbol,name,sector,market_cap,shares,price,EPS,Sales,current_eps,EPS_CAGR,Sales_CAGR
HCL,Hallmark Company Limited,TECHNOLOGY & COMMUNICATION,479630000.0,500000,959.26,"['69.70', '(5.68)', '(6.98)', '0.48']","['55570', '1806', '5930', '8689']",69.7,4.256102754577573,0.8561947209111598
SAZEW,Sazgar Engineering Works Limited,AUTOMOBILE ASSEMBLER,65960446020.0,60445961,091.23,"['131.29', '16.46', '1.95', '1.25']","['57642469', '18174297', '10048118', '4033601']",131.29,3.718173189439443,1.4267025484830413
SPLC,Saudi Pak Leasing Company Limited,LEASING COMPANIES,40644450.0,45160500,0.90,"['2.37', '0.32', '(1.43)', '0.03']",[],2.37,3.2908404270262066,0.0
HMICL,Hallmark Insurance Company Limited,INSURANCE,0.0,0,6.20,"['1.28', '0.35', '', '']",[],1.28,2.6571428571428575,0.0
MFFL,Mitchells Fruit Farms Limited,FOOD & PERSONAL CARE PRODUCTS,6761621250.0,22875000,295.59,"['19.95', '(2.59)', '(27.19)', '0.49']","['2642164', '2724931', '2489291', '2210620']",19.95,2.4401887660714756,0.0612439449699016
JUBS,Jubilee Spinning & Weaving Mills Ltd.,TEXTILE COMPOSITE,386645340.0,32491205,11.90,"['5.67', '2.20', '1.35', '0.16']","['10940', '5338', '4960', '2862']",5.67,2.2846393549159165,0.56356484600223
FNBM,First National Bank Modaraba,MODARABAS,16000000.0,25000000,0.64,"['1.39', '0.16', '0.10', '0.04']",[],1.39,2.2632594396718755,0.0
BRRG,B.R.R Guardian Limited,PROPERTY,2094937180.0,95008489,22.05,"['4.72', '1.55']","['', '298140']",4.72,2.0451612903225804,0.0
MRNS,Mehran Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,3109511540.0,74927989,41.50,"['19.26', '3.86', '(0.40)', '1.01']","['10983533', '6898027', '6063538', '6424676']",19.26,1.6716422507163209,0.19572215487218703
ZIL,ZIL Limited,FOOD & PERSONAL CARE PRODUCTS,1482526360.0,6122600,242.14,"['40.50', '3.82', '(47.63)', '2.17']","['5674322', '4061842', '2689015', '2443461']",40.5,1.6525592681593841,0.3242485979062302
GOC,GOC (Pak) Limited.,MISCELLANEOUS,496201100.0,7348950,67.52,"['13.45', '20.92', '13.25', '0.78']","['578667', '691436', '238128', '204578']",13.45,1.5835045289750944,0.4142404755349838
SMCPL,Safe Mix Concrete Limited,CEMENT,512250000.0,25000000,20.49,"['4.46', '5.33', '1.86', '0.26']","['1262480', '1432035', '518494', '221232']",4.46,1.5790148149369423,0.7870039827876827
LPGL,Leiner Pak Gelatine Limited,CHEMICAL,957450000.0,7500000,127.66,"['10.87', '8.89', '1.10', '0.67']","['3344534', '2335021', '1012393', '941515']",10.87,1.5315406987858124,0.5258181990550976
PAKD,Pak Datacom Limited,TECHNOLOGY & COMMUNICATION,1458445650.0,11859210,122.98,"['16.21', '24.44', '19.50', '1.30']","['1685394', '1362844', '1239279', '897207']",16.21,1.3188886106387985,0.23387054465485813
FCEPL,Frieslandcampina Engro Pakistan Limited,FOOD & PERSONAL CARE PRODUCTS,64877025830.0,766596075,84.63,"['1.97', '3.22', '2.35', '0.23']","['100235403', '73473687', '52094197', '44155023']",1.97,1.0460337662490327,0.31425713010371203
PABC,Pakistan Aluminium Beverage Cans Limited,MISCELLANEOUS,40946064920.0,361108254,113.39,"['13.90', '7.48', '4.37', '1.69']","['19735902', '14152968', '7229918', '5083808']",13.9,1.0185648132380933,0.5716503970369611
THCCL,Thatta Cement Company Limited,CEMENT,21639830310.0,99718125,217.01,"['16.40', '2.72', '1.20', '2.02']","['7521577', '5410132', '4263894', '2427313']",16.4,1.0098523757481273,0.45789990611445774
NETSOL,NetSol Technologies Limited,TECHNOLOGY & COMMUNICATION,14040612700.0,89836923,156.29,"['15.76', '14.63', '10.19', '2.13']","['9280647', '7670181', '6116638', '4947559']",15.76,0.9486127352345384,0.2332820884158051
BIPL,BankIslami Pakistan Limited,COMMERCIAL BANKS,25522349940.0,1108703299,23.02,"['9.96', '4.00', '1.92', '1.54']",[],9.96,0.8631430716675461,0.0
FECM,First Elite Capital Modaraba,MODARABAS,73029600.0,11340000,6.44,"['2.08', '(0.62)', '(0.64)', '0.38']",[],2.08,0.7623543958211467,0.0
LOADS,Loads Limited,AUTOMOBILE PARTS & ACCESSORIES,3761212500.0,251250000,14.97,"['3.29', '(5.00)', '1.06', '0.62']",[],3.29,0.7442205655695056,0.0
JVDC,Javedan Corporation Limited,PROPERTY,24759737660.0,380860447,65.01,"['4.47', '17.70', '3.95', '0.87']","['4214923', '16827214', '4342710', '1047286']",4.47,0.7255574516464247,0.5906505588590141
CSAP,Crescent Steel & Allied Products Limited,ENGINEERING,8230596700.0,77632491,106.02,"['20.69', '2.28', '4.72', '4.53']","['9111611', '4515598', '7089908', '7259256']",20.69,0.6591567932154352,0.07870084600042859
PRL,Pakistan Refinery Limited,REFINERY,27398700000.0,630000000,43.49,"['6.45', '2.90', '19.96', '1.52']","['305539679', '261860404', '191316055', '92084090']",6.45,0.6189696558331002,0.49151516171917065
LSECL,LSE Capital Limited.,INV. BANKS / INV. COS. / SECURITIES COS.,1070616270.0,181153345,5.91,"['2.66', '3.99', '0.90', '0.63']",[],2.66,0.6162691952799597,0.0
PAEL,Pak Elektron Limited,CABLE & ELECTRICAL GOODS,36543158900.0,856012155,42.69,"['1.50', '1.33', '2.89', '0.36']","['38685112', '52386178', '42887364', '28799018']",1.5,0.6091489743427163,0.10337225655824
FIBLM,First IBL Modaraba,MODARABAS,67881880.0,21687500,3.13,"['0.53', '0.46', '(0.09)', '0.13']",[],0.53,0.5975121593014006,0.0
REDCO,Redco Textiles Limited,TEXTILE COMPOSITE,780301860.0,49292600,15.83,"['4.30', '1.58', '0.36', '1.13']","['1470172', '870963', '728594', '495470']",4.3,0.5612172362647432,0.4369784697852881
HAL,Habib-ADM Limited,SUGAR & ALLIED INDUSTRIES,1530000000.0,40000000,38.25,"['3.08', '1.72', '0.97', '0.82']","['1562700', '1430162', '1138211', '1041050']",3.08,0.5544578654129184,0.1449890707216157
FPRM,First Paramount Modaraba,MODARABAS,116787900.0,13788418,8.47,"['2.07', '0.47', '0.72', '0.56']",[],2.07,0.5461825686608017,0.0
MEBL,Meezan Bank Limited,COMMERCIAL BANKS,426179129950.0,1794740714,237.46,"['47.18', '25.15', '15.84', '13.62']",[],47.18,0.5130743752793818,0.0
FHAM,First Habib Modaraba,MODARABAS,2207743560.0,110830500,19.92,"['6.23', '4.68', '1.90', '1.80']",[],6.23,0.5126502164197029,0.0
ARCTM,Arctic Textile Mills Limited,TEXTILE SPINNING,276539050.0,13174800,20.99,"['8.71', '7.77', '6.34', '2.52']","['1809851', '1577693', '1305360', '973065']",8.71,0.5119561808937747,0.22979764418222426
ISIL,Ismail Industries Limited,FOOD & PERSONAL CARE PRODUCTS,129090791080.0,66356940,945.40,"['92.41', '96.17', '38.44', '26.77']","['108887024', '88905796', '55260699', '37307760']",92.41,0.5113215198490562,0.429088040020281
SHNI,Shaheen Insurance Company Limited,INSURANCE,446985000.0,64500000,6.93,"['1.94', '0.89', '0.52', '0.59']",[],1.94,0.4870191887304496,0.0
SCBPL,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,214756821110.0,3871585021,55.47,"['11.01', '5.13', '3.55', '3.39']",[],11.01,0.48091184535096665,0.0
ACPL,Attock Cement Pakistan Limited,CEMENT,30817996000.0,137426961,224.25,"['25.95', '11.03', '8.16', '8.06']","['28536528', '25477355', '20479142', '21244562']",25.95,0.47661555860497273,0.10336139216581519
BNWM,Bannu Woollen Mills Limited,WOOLLEN,345552190.0,9506250,36.35,"['32.21', '(36.10)', '(69.68)', '10.07']","['891268', '1038734', '969515', '699135']",32.21,0.47339916056148534,0.08429908151037613
JSBL,JS Bank Limited,COMMERCIAL BANKS,22946913780.0,2050662536,11.19,"['2.75', '0.74', '1.01', '0.89']",[],2.75,0.45651254327780344,0.0
FABL,Faysal Bank Limited,COMMERCIAL BANKS,76886506010.0,1517696526,50.66,"['13.21', '7.40', '5.37', '4.29']",[],13.21,0.454839805425419,0.0
POL,Pakistan Oilfields Limited,OIL & GAS EXPLORATION COMPANIES,178771944500.0,283855104,629.80,"['137.93', '128.42', '91.37', '47.14']","['65290432', '60952282', '51944902', '36041857']",137.93,0.43028654339245187,0.2190292534326721
ENGROH,Engro Holdings Limited,INV. BANKS / INV. COS. / SECURITIES COS.,254550558890.0,1204231994,211.38,"['21.50', '7.67', '8.27', '7.75']","['', '', '', '']",21.5,0.40511623737222635,0.0
DAWH,Dawood Hercules Corporation Limited,INV. BANKS / INV. COS. / SECURITIES COS.,132488717290.0,481287116,275.28,"['21.50', '7.67', '8.27', '7.75']","['', '', '', '']",21.5,0.40511623737222635,0.0
ICI,ICI Pakistan Limited,CHEMICAL,54633148850.0,92359050,591.53,"['67.66', '64.52', '32.80', '24.96']","['86972178', '62617966', '53598537', '58328849']",67.66,0.3943200446914277,0.14243713948777592
ATLH,Atlas Honda Limited,AUTOMOBILE ASSEMBLER,98482389610.0,124087935,793.65,"['78.24', '40.33', '45.01', '28.97']","['159292229', '135485652', '131930193', '93156958']",78.24,0.3926012549032365,0.1958033443290148
PIOC,Pioneer Cement Limited,CEMENT,44116838580.0,227148793,194.22,"['22.79', '11.50', '4.62', '8.69']","['35519271', '36165267', '31879207', '21817605']",22.79,0.37903360551181264,0.17639270574557342
KOHC,Kohat Cement Company Limited,CEMENT,72699796220.0,195861297,371.18,"['45.27', '28.98', '25.01', '17.41']","['38647768', '38921635', '32876949', '24057376']",45.27,0.37510936924252936,0.17118469163532413
UBL,United Bank Limited,COMMERCIAL BANKS,471407114260.0,1224179688,385.08,"['43.44', '26.19', '25.23', '17.07']",[],43.44,0.3652706849087928,0.0
BUXL,Buxly Paints Limited,CHEMICAL,240638400.0,1440000,167.11,"['4.86', '1.89', '2.93', '1.92']","['622985', '577076', '516473', '354573']",4.86,0.3628404446241047,0.20667591030496868
SNBL,Soneri Bank Limited,COMMERCIAL BANKS,19987663310.0,1102463503,18.13,"['5.51', '1.71', '2.59', '2.18']",[],5.51,0.36217122468647367,0.0
OML,Olympia Mills Limited,MISCELLANEOUS,423960000.0,12000000,35.33,"['1.64', '1.47', '20.22', '0.65']","['73327', '55402', '56946', '54943']",1.64,0.36137205157688856,0.10099120410823015
MARI,Mari Petroleum Company Limited,OIL & GAS EXPLORATION COMPANIES,830182433850.0,1200622500,691.46,"['579.36', '420.75', '247.84', '235.71']","['181828621', '145769907', '95134477', '73018271']",579.36,0.34955368855649893,0.35542939530007533
ALIFE,Adamjee Life Assurance Company Limited,INSURANCE,7330000000.0,250000000,29.32,"['3.63', '1.99', '1.03', '1.50']",[],3.63,0.34257468891731335,0.0
LOTCHEM,Lotte Chemical Pakistan Limited,CHEMICAL,32055766420.0,1514207200,21.17,"['3.35', '6.68', '3.07', '1.40']","['81619405', '100265555', '67164965', '38964851']",3.35,0.33753634030255775,0.27949954231200924
BWHL,Baluchistan Wheels Limited,AUTOMOBILE PARTS & ACCESSORIES,1986136540.0,13334250,148.95,"['18.05', '10.23', '15.62', '7.55']","['2174481', '1675857', '2778192', '1574822']",18.05,0.3371396021913946,0.11354570722275725
AHCL,Arif Habib Corporation Limited,FERTILIZER,28675378800.0,421696747,68.00,"['22.36', '(2.38)', '9.20', '9.49']",[],22.36,0.3306643718549098,0.0
MCBIM,MCB Investment Management Limited.,INV. BANKS / INV. COS. / SECURITIES COS.,4824000000.0,72000000,67.00,"['11.96', '5.25', '2.41', '5.23']",[],11.96,0.31747736824328876,0.0
OGDC,Oil & Gas Development Company Limited,OIL & GAS EXPLORATION COMPANIES,953816891270.0,4300928400,221.77,"['48.59', '52.23', '31.11', '21.28']","['463697861', '413594009', '335463725', '239103553']",48.59,0.31681599093107016,0.24704757152642198
RICL,Reliance Insurance Company Limited,INSURANCE,799120760.0,66537948,12.01,"['2.58', '0.66', '0.84', '1.13']",[],2.58,0.3167816146978033,0.0
CHAS,Chashma Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,1953925200.0,28692000,68.10,"['59.22', '1.52', '10.82', '26.00']","['26375717', '17094813', '16037086', '15929690']",59.22,0.3157246715724067,0.1830387863466867
ABL,Allied Bank Limited,COMMERCIAL BANKS,157676666390.0,1145073830,137.70,"['35.53', '18.51', '15.12', '15.75']",[],35.53,0.3115098291990146,0.0
APL,Attock Petroleum Limited,OIL & GAS MARKETING COMPANIES,63944847360.0,124416000,513.96,"['111.09', '100.15', '148.99', '49.43']","['526316756', '473938329', '370074929', '188645375']",111.09,0.3098697682980289,0.40777639271649324
PPP,Pakistan Paper Products Limited,"PAPER, BOARD & PACKAGING",1328320000.0,8000000,166.04,"['19.49', '11.13', '7.72', '8.82']","['1927281', '1745901', '1234186', '1092962']",19.49,0.30251005514978235,0.20812904581160607
ECOP,Ecopack Limited,MISCELLANEOUS,1143241950.0,48258419,23.69,"['2.67', '0.83', '2.08', '1.21']","['6212186', '5689493', '5025212', '3100689']",2.67,0.30189301534253654,0.26065257136653175
HABSM,Habib Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,9625500000.0,135000000,71.30,"['14.52', '16.94', '8.60', '6.60']","['20624090', '19985028', '13006818', '9912679']",14.52,0.30059144685138706,0.27661884433394124
PPL,Pakistan Petroleum Limited,OIL & GAS EXPLORATION COMPANIES,519323866210.0,2720967548,190.86,"['42.01', '35.99', '19.68', '19.27']","['288797413', '286480252', '202199183', '148428824']",42.01,0.2966526609564859,0.24841319619880142
LUCK,Lucky Cement Limited,CEMENT,325417520000.0,293000000,110.64,"['94.54', '43.06', '47.31', '43.51']","['115324942', '95832147', '81093525', '62940805']",94.54,0.2952159131359162,0.2236681340332718
SLGL,Secure Logistics Group Limited,TRANSPORT,4137424420.0,273639181,15.12,"['2.20', '1.70']","['1795949', '1432455']",2.2,0.2941176470588236,0.25375596441074943
HUMNL,Hum Network Limited,TECHNOLOGY & COMMUNICATION,15853320000.0,1134000000,13.98,"['2.30', '1.90', '1.20', '1.07']","['8307666', '6825586', '6018970', '4327326']",2.3,0.29056936793057586,0.24285311347430705
UNIC,The United Insurance Company,INSURANCE,5582675000.0,346750000,16.10,"['3.01', '3.12', '2.74', '1.41']",[],3.01,0.28760442636573225,0.0
ICL,Ittehad Chemicals Limted,CHEMICAL,7140999930.0,99999999,71.41,"['13.86', '18.26', '4.15', '6.57']","['24314588', '24268283', '15681372', '11123793']",13.86,0.28252533692563775,0.2977907432755067
AABS,Al-Abbas Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,12560408690.0,17362300,723.43,"['89.31', '212.22', '110.22', '43.31']","['16507771', '14569235', '10362184', '7421377']",89.31,0.2728306809358567,0.3053730649148372
MCB,MCB Bank Limited,COMMERCIAL BANKS,333736598890.0,1185060006,281.62,"['50.32', '27.63', '26.00', '24.50']",[],50.32,0.2711345290047933,0.0
HMB,Habib Metropolitan Bank Limited,COMMERCIAL BANKS,99963123190.0,1047831480,95.40,"['23.27', '13.61', '12.84', '11.46']",[],23.27,0.2663018904202985,0.0
MUREB,Murree Brewery Company Limited,FOOD & PERSONAL CARE PRODUCTS,22144736620.0,27663631,800.50,"['94.76', '46.04', '46.78', '46.68']","['23798244', '18591183', '15234318', '11687289']",94.76,0.26618763540151047,0.26748757265324374
NPL,Nishat Power Limited,POWER GENERATION & DISTRIBUTION,12138153780.0,354088500,34.28,"['15.22', '11.55', '9.38', '7.57']","['22505489', '23068964', '23684340', '11432571']",15.22,0.2621363002583883,0.2532802106376435
GSKCH,GlaxoSmithKline Consumer Healthcare,PHARMACEUTICALS,14073463500.0,117054508,120.23,"['18.23', '10.78', '10.74', '9.18']","['24163150', '19846106', '16316745', '14875268']",18.23,0.25694033381911563,0.17551881218343568
BAHL,Bank AL Habib Limited,COMMERCIAL BANKS,149008805930.0,1111425419,134.07,"['31.78', '14.91', '16.83', '16.03']",[],31.78,0.2562424273525816,0.0
NCPL,Nishat Chunian Power Limited,POWER GENERATION & DISTRIBUTION,9848571430.0,367346939,26.81,"['13.37', '10.77', '6.82', '6.83']","['15215087', '18220811', '25415977', '11643346']",13.37,0.25094121400429414,0.09328203612033437
JGICL,Jubilee General Insurance Limited,INSURANCE,11173079720.0,198491379,56.29,"['15.09', '7.73', '8.31', '7.72']",[],15.09,0.25032806587687495,0.0
GLPL,Gillette Pakistan Limited,FOOD & PERSONAL CARE PRODUCTS,5504294400.0,31872000,172.70,"['3.20', '3.57', '(0.70)', '1.64']","['1502010', '3024531', '2453305', '2162727']",3.2,0.24959336366681772,-0.11442834510514721
SRVI,Service Industries Limited,LEATHER & TANNERIES,67541712000.0,46987500,437.44,"['28.56', '7.54', '7.59', '14.69']","['55744034', '42599481', '32724924', '24442492']",28.56,0.2480887515322916,0.3162881475240915
AGTL,Al-Ghazi Tractors Limited,AUTOMOBILE ASSEMBLER,38106825020.0,57964201,657.42,"['45.06', '37.20', '51.03', '23.28']","['34543545', '28201812', '20578906', '11935172']",45.06,0.24624301489597156,0.4251024088511237
LINDE,Linde Pakistan Limited,CHEMICAL,6009600000.0,25040000,240.00,"['9.59', '8.66', '5.63', '5.07']","['4412652', '3954638', '3914176', '3925036']",9.59,0.23671667329958157,0.03980526319979716
DLL,Dawood Lawrencepur Limited,INV. BANKS / INV. COS. / SECURITIES COS.,18795667460.0,59299809,316.96,"['15.48', '(2.31)', '9.44', '8.28']","['', '63', '2588', '1962']",15.48,0.23191347739112,-0.8208071102328017
LCI,Lucky Core Industries Limited,CHEMICAL,104849687920.0,92359050,135.24,"['120.62', '149.12', '67.66', '64.52']","['120460326', '109486109', '86972178', '62617966']",120.62,0.23189867604019154,0.24369825763403585
CENI,Century Insurance Company Limited,INSURANCE,2157179570.0,55326483,38.99,"['8.98', '5.66', '5.52', '4.82']",[],8.98,0.23048530861690586,0.0
NESTLE,Nestle Pakistan Limited,FOOD & PERSONAL CARE PRODUCTS,335993916370.0,45349551,408.98,"['363.68', '331.86', '281.55', '195.91']","['200605005', '162516255', '133295472', '118781274']",363.68,0.2290067588027327,0.19087065886765875
SYS,Systems Limited,TECHNOLOGY & COMMUNICATION,166111475820.0,292295400,568.30,"['29.41', '22.44', '12.06', '16.05']","['32037995', '20644765', '11903584', '7513767']",29.41,0.22369540499939133,0.6215706254470534
OCTOPUS,Octopus Digital Limited,TECHNOLOGY & COMMUNICATION,10763045640.0,157262502,68.44,"['3.49', '2.74', '2.53', '1.91']","['903118', '687010', '625196', '277114']",3.49,0.22254265256901307,0.4826159809399977
HICL,Habib Insurance Company Limited,INSURANCE,1091336590.0,123874755,8.81,"['0.91', '0.90', '0.86', '0.50']",[],0.91,0.220929149746794,0.0
786,786 Investments Limited,INV. BANKS / INV. COS. / SECURITIES COS.,142400360.0,14973750,9.51,"['0.38', '0.67', '0.05', '0.21']",[],0.38,0.21858202395720228,0.0
HBL,Habib Bank Limited,COMMERCIAL BANKS,251858575620.0,1466852508,171.70,"['38.76', '21.04', '23.36', '21.49']",[],38.76,0.21725747723514122,0.0
GHGL,Ghani Glass Limited,GLASS & CERAMICS,30271365290.0,999714838,30.28,"['6.75', '8.10', '6.05', '3.83']","['47790455', '40707944', '30827262', '21470563']",6.75,0.2079111762690955,0.3056674505609345
SNGP,Sui Northern Gas Pipelines Limited,OIL & GAS MARKETING COMPANIES,63383613500.0,634216665,99.94,"['16.66', '16.34', '17.32', '9.46']","['1459043969', '1293677464', '757627055', '744555413']",16.66,0.20761348378396471,0.25138357821252666
PAKT,Pakistan Tobacco Company Limited,TOBACCO,322019265560.0,255493792,260.38,"['113.35', '83.45', '73.83', '64.55']","['109932868', '94862238', '74987751', '60890511']",113.35,0.20644749483038316,0.2176598320758778
AKBL,Askari Bank Limited,COMMERCIAL BANKS,57029923800.0,1449299207,39.35,"['14.79', '9.70', '7.70', '8.57']",[],14.79,0.1994876588958563,0.0
ASIC,Asia Insurance Company Limited,INSURANCE,986341360.0,73008243,13.51,"['1.17', '(1.01)', '0.40', '0.68']",[],1.17,0.19828185488068906,0.0
CHCC,Cherat Cement Company Limited,CEMENT,49908566410.0,194295038,256.87,"['28.31', '22.67', '22.93', '16.50']","['38433747', '37386186', '32085361', '25206811']",28.31,0.19715938656803567,0.15097248251997653
NBP,National Bank of Pakistan,COMMERCIAL BANKS,131969622830.0,2127512862,62.03,"['24.37', '14.29', '13.16', '14.36']",[],24.37,0.19279835020441727,0.0
DOL,Descon Oxychem Limited,CHEMICAL,4374026790.0,175031084,24.99,"['2.69', '8.00', '2.69', '1.59']","['5694089', '6721346', '4250493', '2804903']",2.69,0.19156677540238332,0.26619949122689035
FATIMA,Fatima Fertilizer Company Limited,FERTILIZER,171066000000.0,2100000000,81.46,"['10.67', '6.81', '8.80', '6.32']","['232754821', '158797102', '112488420', '71267316']",10.67,0.19073681253995467,0.4836658278300201
AIRLINK,Air Link Communication Limited,TECHNOLOGY & COMMUNICATION,81350360430.0,395269231,205.81,"['7.74', '2.33', '4.30', '4.59']","['56282419', '21503905', '46159702', '47372802']",7.74,0.1902625200087127,0.059126645064622174
TGL,Tariq Glass Industries Limited,GLASS & CERAMICS,25019335760.0,172167188,145.32,"['25.41', '14.63', '24.05', '15.31']",[],25.41,0.1839767063224773,0.0
HMM,Habib Metro Mod,,0.0,0,5.80,"['0.61', '0.54', '0.93', '0.37']",[],0.61,0.1813430672863927,0.0
WAHN,Wah Noble Chemicals Limited,CHEMICAL,2096460000.0,9000000,232.94,"['61.05', '49.91', '23.24', '37.16']","['4684721', '4383436', '3309606', '2723823']",61.05,0.1799673424487418,0.198123582020028
